airport	count
Lakeland Regional Medical Center Heliport	21
Gary Gale Seaplane Base	8
Hamilton (Chedoke-McMaster Hospital) Heliport	45
Christchurch Hospital Heliport	8
Scudder Airport	22
Quonset State Air Reserve National Guard Helipad	10
Buttonville Municipal Airport	150
Blackhawk Airport	25
Ingebretson Airspray Airport	13
Conway Horry County Airport	9
Carson Sheriff Station Heliport	11
La Guardia Airport	23
Ivy Hill Airport	16
Turners Falls Airport	16
Dickson Municipal Airport	5
Sarver Field	1
Salton Sea Airport	3
Gladewater Municipal Airport	1
Quinter Air Strip	35
Fort Gillem Heliport	7
Phuket International Airport	3
Kern Field	5
Olive Hill-Sellers' Field	3
Hawkins County Airport	1
Grant Airport	9
Maury County Airport	1
Roy Lohse Airport	9
Christina Hospital Heliport	1
Upshur County Regional Airport	2
Islas Malvinas Airport	11
Department of Public Safety Heliport	22
Northwest Hospital Heliport	10
Newberg Community Hospital Heliport	10
Unibanco Patriarca Heliport	10
Brough Airport	13
Klumpp Airport	2
Bach Helipad	26
Sunnys Field Airport	1
Merle Norman Cosmetics (Sylmar) Heliport	6
David Lowe Airport	22
Mission Hospitals Heliport	60
Sheriff's Station Heliport	6
Eureka Municipal Airport	7
Alpha Natural Resources Llc Heliport	7
Tri-County Heliport	2
Williamson Airport	2
Allen Memorial Hospital Heliport	22
Childrens Hospital and Health Center Heliport	1
Manti-Ephraim Airport	3
La Caida Airport	2
Bonn-Hardthoehe Air Base	2
Beverly Center Heliport	5
Seesholtz Airport	2
Helen Ellis Hospital Heliport	14
American Lake Seaplane Base	12
Fox Field	6
Marion General Hospital Heliport	5
Grand Forks Par Site Heliport	47
St Charles Hospital Heliport	18
Newark Academy Heliport	4
Nocona General Hospital Heliport	1
Luther Hospital Heliport	10
Beaver Meadow Heliport	1
King Airport	10
Lindauer Airport	3
Sof Maintenance Site Heliport	9
Crippen Field	2
Holy Family Hospital Heliport	11
Airbatco Field	3
Bristol Hospital Heliport	10
Vava'u International Airport	2
Gothenburg City Airport	5
Washoe Medical Center Heliport	1
Robin STOLport	5
Benson Airport	9
Hampton Municipal Airport	6
St Michael Hospital Heliport	12
Gateway Regional Medical Center Heliport	11
Fallon Municipal Airport	8
Argenton Sur Creuse Airport	3
Buffalo Airport	8
Camc-Memorial Heliport	12
Ahlers Acres Airport	3
Redlands Municipal Airport	28
Licking Memorial Hospital Heliport	16
Los Angeles County Fire Station Nr 123 Heliport	10
Dykstra Acreage Airport	1
Hendrickson Flying Service Airport	3
Vac Heliport	7
Anne Arundel Medical Center Heliport	17
St Anthony Regional Hospital Heliport	6
Silver Creek Airport	1
Greeneville-Greene County Municipal Airport	9
Fisher Island Heliport	15
Bachand Airport	3
Spartanburg Regional Medical Center Heliport	8
Re-Dun Field	4
Oishei Childrens Hospital Heliport	43
Stevens Point Municipal Airport	8
Sce Northern Division Heliport	10
Millard Airport	10
Mississippi County Airport	3
Marlette Airport	6
Sierra Vista Hospital Heliport	32
R V Ranch Airport	3
Laurence G Hanscom Field	5
Pullum Pad Heliport	12
Sharon General Hospital Heliport	4
Rebel Field	8
The Buttes in Tempe Heliport	2
Robert Packer Hospital Heliport	4
Griffiss International Airport	6
Spring Valley Farm Airport	12
Dysinger Airport	1
Savannah Hilton Head International Airport	5
Edmonton (Grey Nuns Community Hospital) Heliport	29
Cobo Hall Heliport	19
Portland Downtown Heliport	1
Western Baptist Hospital Heliport	10
Toronto (Sunnybrook Medical Centre) Heliport	23
Bradford County Airport	8
Crete Municipal Airport	2
Broad Street Heliport	32
Richton Perry County Airport	2
Mansfield Heliflight Inc Heliport	11
Tooele Valley Hospital Heliport	9
Iroquois Airport	5
Mc Millan Ranch Airport	3
Ultralight Flight Farm Ultralightport	1
City of Industry Civic Financial Center Heliport	5
Childress Regional Medical Center Heliport	1
Bob Hope Airport	25
Kelowna General Hospital Helipad	1
Waterville Robert Lafleur Airport	16
Walker Field	9
Aeródromo de Camarenilla	3
Hangar Haciendas Airport	3
Franciscan Skemp Mayo Health Systems Heliport	3
Cross Cut Heliport	1
Pg Heliport	15
Rosario Seaplane Base	3
Gregory Municipal Airport - Flynn Field	21
Swanborough Farm Airstrip	22
Sky Ranch At Carefree Airport	4
Entenmann's Heliport	10
Kelowna (Wildcat Helicopters) Heliport	2
Samaritan Hospital Heliport	8
Community Health Center of Branch County Heliport	10
General Francisco J. Mujica International Airport	11
S and S Field	2
Pointe-à-Pitre Le Raizet	1
Memorial Hospital-The Woodlands Heliport	8
Howard Municipal Airport	2
Grand View Health System Campus Heliport	36
Lincoln Tunnel Heliport	5
Kalbermatter Airport	9
Memorial Hospital Heliport	65
Penn Valley Airport	4
Memorial Medical Center Heliport	9
Mount Holly Airport	26
Fontecchio Airport	4
Semchenko Airport	8
Flight Park Inc Airport	5
Knight Airport	4
Hobby Hideaway RLA Airport	5
Williston Memorial Hospital Heliport	3
Davison Army Airfield Heliport	2
Pierce Airport	38
Perkins Field	2
Mercy Hospital St Louis Heliport	1
Washington Post Heliport	80
Mission Sioux Airport	6
Olmstead Landing Strip	3
Jackson Seaplane Base	14
Prairie Hill McDaniel Field Airport	2
Huntington Municipal Airport	4
Gilley's Airport	3
Mid-Coloumbia Fire & Rescue Heliport	8
Frederick Regional Airport	1
Mont Laurier Airport	39
La State Police Troop B Helipad Heliport	1
Trout Lake Airport	16
Taft Kern County Airport	4
Sedona Airport	54
Idylease Helistop	1
Gadsden Regl Medical Center Heliport	2
Kent International Airport	4
Kingdom Field	6
Bland Field	3
Slinkard Airfield	4
Va Medical Center Heliport	16
Keller Airfield	3
Seven Feathers Airport	4
La Victoria de Sarapiqui Heliport	2
Jsj Heliport	12
Quartz Hill Airport	2
Troop E Heliport	1
Hahnemann Heliport	92
Santa Rosa Helistop	148
Banco Popular Heliport	5
Madison Health Heliport	25
Cloud Nine Airport	10
Woodstock Airport	13
Fabick Two Heliport	7
Mccarley Field	7
Vancouver (Vancouver Film Studios) Heliport	40
Lookout Center Rooftop Heliport	13
Carabineros de Chile Heliport	1
Downen Heliport	5
Cowichan District Hospital Heliport	46
Circle U Heliport	1
One Police Plaza Heliport	5
Athen Helenikon Airport	3
Mc Dermitt State Airport	1
Joan Lake Airport	1
Marion Municipal Airport	14
Fairholt Airport	11
Oneida City Hospital Heliport	2
Norden Systems Heliport	7
Methow Valley State Airport	5
Montrose High School Heliport	5
Atc Heliport	2
Almería International Airport	23
Ralph Jacobs Airport	7
Davis Airport	4
Middle Hope Airport	4
Christus Spohn Hospital Kingsville Heliport	7
Cavern City Air Terminal	11
Regions Hospital Heliport	31
Wagstaff Heliport	10
Winterwood Airport	3
St Lukes Hospital West Heliport	15
Gerker Airfield	1
Santa Maria Airport	1
St Olaf Hospital Heliport	3
Air Harbor Airport	33
Rand Airport	22
Holly Airport	1
Twin Mountain Airport	4
Woodledge Farm Airport	2
Oswego County Airport	3
Witi Tv Studio Building Heliport	8
Gear Plant Heliport	8
Billiebob Ultralightport	2
Sparrow Hospital Heliport	24
Catoosa Springs STOLport	9
B & G Heliport	5
Sanford Merrill Medical Center Heliport	7
Rake Airport	2
Martinsville/Henry County Memorial Hospital Heliport	8
Sunrise Airport	1
Watertown Regional Airport	2
Cheyenne Regional Jerry Olson Field	23
Lake Airport	6
Brookview Manor Heliport	13
Hospital Brandon Helistop	20
Crompton's Private Strip	6
Western Div Service Center Heliport	3
Shawnee Community College Heliport	3
Ajax (Pickering General Hospital) Heliport	18
Stafford Municipal Airport	3
Christus Santa Rosa Westover Hills Heliport	6
Baltimore Washington Medical Center Heliport	10
Hayward Executive Airport	22
Cibor Airport	3
Arnot Ogden Hospital Heliport	13
Sampley's Airport	1
Stone Mountain Park Public Safety Heliport	5
Lansdowne Airport	2
Zelmer Memorial Airpark Inc Airport	2
Enjoy Field	2
Spence Airport	8
Jet-Line Products Heliport	6
Ypenburg Airbase	6
Le Bonheur Medical Center Heliport	6
Spadaro Airport	2
Clarion County Airport	5
General Ignacio P. Garcia International Airport	32
Marcus J Lawrence Medical Center Heliport	3
Meridia Hillcrest Hospital Heliport	9
Wbtv Heliport	107
James A Haley Veterans Hospital Heliport	2
Diamond M Ranch Airport	1
Kaiser Foundation Hospital Manteca Heliport	13
Richmond Airport	7
Osceola Regional Hospital Heliport	22
Crivitz Municipal Airport	3
Grosse Ile Municipal Airport	2
Dice's Personal Heliport	2
Central Maine Airport of Norridgewock	5
Henry C. Mustin Naval Air Facility	12
University Hospital Heliport	38
Thompsonville Airport	2
Seafood Warehouse Park Airport	4
Walker Vi Heliport	21
Hood Army Air Field	21
Schantz Airstrip	2
Castle Peak Heliport	6
Tampa Hard Rock Helipad	1
Bryn Gates Airfield	8
Winchell Mountain Airport	5
Boston Globe Heliport	4
Port Largo Airport	6
Danville Life Saving Crew Heliport	10
Mary's Place Airport	4
Mc Clellan Airfield	4
Hibbs Farm Airport	1
Marin County Airport - Gnoss Field	14
Cooks Landing Airport	5
Lawson Army Air Field (Fort Benning)	4
Sch Heliport	26
Castle Lakes Airport	1
Northern Pines Medical Center Heliport	6
Schenectady County Airport	14
Sankey Airport	3
Hunter STOLport	9
Governor's Residence Heliport	46
Melbourne Moorabbin Airport	3
Kittitas Valley Healthcare Heliport	15
St Clare Hospital Heliport	3
Upolu Airport	2
Moundsville Seaplane Base	7
Blue Light Heliport	5
Tom Matson Enumclaw Heliport	6
Valley Fire/Rescue Dist & Emerg Service Heliport	37
Dynasty Farms Heliport	7
Shannon Airport	13
Hilltop Airport	10
Skala Airport	2
Danbury Hospital Heliport	19
Jena-Schöngleina Airport	3
Eastern Maine Medical Center Heliport	11
Fuller Heliport	12
Heritage Manor South Heliport	4
Omans Heliport	5
Chicago Midway International Airport	3
Southampton Airport	4
Arrowhead Springs Airport	12
Orange Poultry Farm Airport	8
Atlanta Municipal Airport	10
Park Township Airport	22
Van Wert County Airport	10
Burlington Alamance Regional Airport	4
Southern Oregon General Hospital Heliport	24
Orama-Iayuya Heliport	4
Centegra Hospital - Woodstock Heliport	4
Red Reflet Ranch Airport	1
Minneapolis-St Paul International/Wold-Chamberlain Airport	11
Kaneohe Bay MCAS (Marion E. Carl Field) Airport	9
Samaritan North Lincoln Hospital Heliport	19
Pomona Police Department Heliport	7
Augusta Seaplane Base	9
Harman Airport	2
Triple J Airport	2
R.V. Stewart Field	9
Questa Municipal Nr 2 Airport	1
Herrera Airport	6
Grace Hospital Heliport	13
Police Headquarters Heliport	136
Adventures Aloft Airport	1
Americas Country Heliport	7
Carrickmore	3
Oconomowoc Airport	5
Research Belton Hospital Heliport	11
Paradise Skypark Airport	1
Ted Luark Private STOLport	2
Stanton Airfield	6
Juniper Airport	2
Jersey Shore Medical Center Heliport	23
Connell City Airport	2
City of Colorado Springs Municipal Airport	1
Spanish Fork-Springville-Woodhouse Field Airport	7
Iva Field	2
N Broward Medical Center Heliport	19
El Palmar Airport	1
Lake Gage Seaplane Base	12
Riverbend Airpark	5
Sce Energy Control Center Heliport	15
KOTV Heliport	76
Fitchburg Municipal Airport	6
Shek Kong Air Base	3
Exempla Good Samaritan Heliport	5
Key West International Airport	15
F&F Airpark Airport	8
Orlando Seaplane Base	3
Avera Dells Area Hospital Heliport	16
West Branch Community Airport	2
Wood County Airport	7
Allegheny Hospitals Canonsburg Heliport	14
Tacoma Narrows Airport	6
Georgetown Univ Hosp Helistop	18
Wayne Office Helistop	11
Kalamazoo Battle Creek International Airport	9
Bradley Sky-Ranch Airport	13
Robinestte Seaplane Base	1
La Encarnacion Airport	175
Stouffer Grand Beach Resort Heliport	3
Wsvn Television Channel 7 Heliport	3
Carilion Patient Transportation Services Heliport	20
Gillespie Field	67
Poughkeepsie Main Plant Heliport	1
Hester Airport	1
Tri-State/Milton J. Ferguson Field	7
Silver Cross Hospital Heliport	11
Centre Hospitalier Lariboisière Heliport	4
Chemical Bank - New Jersey Na Heliport	4
Sce Serrano Substation Heliport	7
County Heliport	33
Good Samaritan Regional Health Care Center Heliport	6
Madeline Island Airport	4
Pompano Beach Airpark	17
Whites Airport	4
Sierra Vista Community Hospital Heliport	11
John F Kennedy International Airport	10
Weaver Airport	2
Mc Phail Corporation Heliport	23
Grayland Intergalactic Airport	2
Hsi Heliport	10
Evanston/Glenbrook Heliport	5
Indianapolis Downtown Heliport	94
Latrobe Valley Airport	4
Arrowhead Airport	1
Aberdeen Regional Airport	2
Canandaigua Airport	11
Douglas Community Hospital Heliport	13
Clear Lake Regional Medical Center Heliport	4
District One Hospital Heliport	4
Bailey Airport	2
Ralph E. Koch Airport	1
Bender Airport	1
Longwarry Airport	1
Eagle Ridge Airport	3
Frankfort Dow Memorial Field	3
Hefner Easley Airport	1
Woodbine Municipal Airport	12
Cape Coral Hospital Heliport	16
Horn Memorial Hospital Heliport	3
Hon Municipal Building Heliport	4
Ferrante Heliport	14
Fazenda Santo Antônio Airport	9
Pat Coyle Memorial Heliport	48
Ihs Hospital Heliport	1
Buckingham Field	18
UM Charles Regional Medical Center Heliport	15
Monongahela Valley Hospital Heliport	6
Brampton Airport	1
Huron Regional Airport	5
Teuge Airport	3
Warbonnet Airport	2
Gansner Field	13
Ingalls Memorial Hospital Heliport	5
Mooney Field	1
Palm Beach Community College Heliport	26
Desert Valley Hospital HP	19
Trump Airport	2
Tezak's-Colterville-Spur Airport	1
Fenelon Falls/Sturgeon Lake Seaplane Base	60
Worsley Airport	4
Liverpool Hospital Helipad Alpha	1
Mount Sterling Municipal Airport	2
Mitiga Airport	2
Cowell's Heliport	1
City Hospital, Inc. Heliport	13
Falk Air Field	1
Kamloops (Royal Inland Hospital) Heliport	6
Hyatt Regency Maui Hotel Heliport	11
Schulteis Airport	2
Lawrence General Hospital Heliport	11
Cooks Airport	3
Alta Vista Heliport	5
Suny Health Science Center Heliport	33
Sunset Air Strip	3
Inter County Airport	3
Wharf Heliport	11
D C Helicopters Heliport	1
Florham Park Heliport	3
Moncton / Salisbury Heliport	6
Yoder Airport	7
Banco Santander Heliport	9
Medical Center Hospital Heliport	18
Kanabec Hospital Heliport	3
AeroSidonia	6
Joe Cimprich Airport	3
Fleming Mason Airport	9
Lake Wales Municipal Airport	19
Flying F Airport	11
Nasa Shuttle Landing Facility Airport	3
St. Luke's Heliport	8
Stoney Creek Farm Heliport	4
Courtenay Airpark Seaplane Base	6
7th Division State Police Headquarters Heliport	21
Baca Grande Airfield	5
Oceana County Airport	2
Tomah Memorial Hospital Heliport	5
Newton Peveril Airfield	2
Winston-Dillard Fire District Station Nr 2 Heliport	3
Newnan Hospital Heliport	8
Waverly Landing Airport	3
Alberter Farms Airport	4
Robinson Airport	1
Arapahoe Medical Park/Littleton Hospital Heliport	53
Trios Women & Childrens Hospital Heliport	33
Grande Oaks Golf Club Heliport	33
Nanaimo Harbour Heliport	17
Stickle Cattle Farms Airport	1
Oxford County Regional Airport	7
Providence Airpark	2
Buchan Airport	16
Paoli Memorial Hospital Heliport	1
Memorial Hospital of Union County Heliport	2
Westwind Farm Airport	2
Lewis Airstrip	3
Summers Station Heliport	4
Buffalo Airfield	13
Earl Henry Airport	2
George Washington Bridge Heliport	54
Vamc Heliport	13
Pomona Lake Airport	1
Aventura Heliport	17
Fitz Pad 2 Heliport	15
Wildcat Airport	3
Halifax-Northampton Regional Airport	1
Stanley Municipal Airport	4
John F Kennedy Memorial Hospital Heliport	18
Thomsen Field	2
Morten Airport	1
Naxos Airport	1
Sandy Point Airport	1
Asbestos Airport	7
Farpoint Airfield	1
Jersey Tpke New Brunswick Helistop	1
Metropolitan Electric Heliport	2
Brunner Airport	12
Moree Hospital Helipad	2
Anderson Strip	3
Acadian Seaplane Base	3
Hillside Stables Airport	3
Harry S Truman Dam & Reservoir Seaplane Base	4
Cuylers Airport	2
St Cloud Hospital Heliport	12
Nelson Airport	4
Trinity Medical Center Heliport	11
Inspira Medical Center, Inc / Elmer Hospital Heliport	5
Spirit Lake Municipal Airport	3
Mc Alester Regional Hospital Heliport	4
Caltrans District 7 Heliport	9
Strayhorn Ranch Airport	3
Ttt Air Airport	5
Charlotte County Airport	15
Harlan Municipal Airport	7
Roswell Regional Hospital Heliport	30
Québec/Lac St-Augustin Seaplane Base	8
Ashtabula County Medical Center Ctr Heliport	11
Teague Municipal Airport	1
Old Orchard Road Heliport	5
Keskinen Balloonport	12
RNAS Boaz Island	5
Pecos Municipal Airport	5
Bucky's Airpark	3
Peterson Regional Medical Center Heliport	4
Boca Raton Airport	24
Bridger Creek Airport	5
Craddock Field	6
Rapid City Regional Hospital Heliport	19
South Brook Seaplane Base	28
Dean Field	2
L A County Sheriff's Department Heliport	10
Baptist Medical Center/Beaches Heliport	16
Caldwell Municipal Airport	2
Dexter Municipal Airport	15
Hadsund Airport	1
Medical Center of Arlington Heliport	50
Defiance Regional Medical Center Heliport	10
UMC Trauma Center Heliport	19
Juneau International Airport	2
Grants-Milan Municipal Airport	4
Ellwood City Hospital Heliport	5
Nelson Ranch Airport	1
Forrest General Hospital Heliport	12
The Huntsville Hospital Heliport	37
Cozad Municipal Airport	1
Lembo Heliport	10
Dübendorf Air Base	6
Harry D Fenton Airport	2
Raven's Nest Heliport	43
Dayton-Wright Brothers Airport	12
Evers Seaplane Base	33
Xingu Airstrip	1
Le Mars Municipal Airport	3
Banco de España Helipad	7
Fredericton (RCMP) Heliport	7
B & L Heliport	3
Maury Regional Hospital Heliport	5
Lompoc Airport	18
Portneuf Medical Center Heliport	12
Townsville Airport	7
Lagrone Ranch Airport	1
Mizell Memorial Hospital Heliport	6
Van Buren County Memorial Hospital Heliport	4
Sun Valley Airfield	15
Lake Cochrane Seaplane Base	11
Mater Hospital Helipad	41
Aeródromo de Sober	14
Spencer Municipal Hospital Heliport	7
Edinburgh Airport	20
The Ridge At Backbrook Heliport	2
St. Mary Hospital Heliport	10
Haley Heliport	1
Stormont-Vail Hospital Heliport	28
Lyon Heliport	14
Victor Heliport	3
Franciscan Health Dyer Heliport	8
Downtown-Manhattan/Wall St Heliport	1
Boyer Airport	17
Travis Airport	8
Edward Getzelman Airport	3
